NAME                         INSTALLED              FIXED-IN                  TYPE          VULNERABILITY        SEVERITY 
elfutils-libs                0.172-2.el7            0:0.176-2.el7             rpm           CVE-2019-7664        Low       
elfutils-libs                0.172-2.el7            0:0.176-2.el7             rpm           CVE-2018-16402       Low       
elfutils-libs                0.172-2.el7            (won't fix)               rpm           CVE-2017-7613        Low       
elfutils-libs                0.172-2.el7            0:0.176-2.el7             rpm           CVE-2018-18310       Low       
expat                        2.1.0-10.el7_3         (won't fix)               rpm           CVE-2016-9063        Low       
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2021-46143       Medium    
expat                        2.1.0-10.el7_3         0:2.1.0-15.el7_9          rpm           CVE-2022-40674       High      
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-22822       Medium    
expat                        2.1.0-10.el7_3         0:2.1.0-12.el7            rpm           CVE-2018-20843       Medium    
expat                        2.1.0-10.el7_3         0:2.1.0-12.el7            rpm           CVE-2019-15903       Low       
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-22827       Medium    
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-25236       High      
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-22824       Medium    
expat                        2.1.0-10.el7_3         (won't fix)               rpm           CVE-2017-9233        Medium    
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-25235       High      
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-22825       Medium    
expat                        2.1.0-10.el7_3         (won't fix)               rpm           CVE-2012-6702        Medium    
expat                        2.1.0-10.el7_3         (won't fix)               rpm           CVE-2016-5300        Medium    
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2021-45960       Medium    
expat                        2.1.0-10.el7_3         (won't fix)               rpm           CVE-2022-23990       Medium    
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-22826       Medium    
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-22823       Medium    
expat                        2.1.0-10.el7_3         0:2.1.0-11.el7            rpm           CVE-2015-2716        Critical  
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-25315       High      
expat                        2.1.0-10.el7_3         (won't fix)               rpm           CVE-2016-4472        Medium    
expat                        2.1.0-10.el7_3         (won't fix)               rpm           CVE-2022-43680       Medium    
expat                        2.1.0-10.el7_3         (won't fix)               rpm           CVE-2013-0341        Medium    
expat                        2.1.0-10.el7_3         (won't fix)               rpm           CVE-2013-0340        Medium    
expat                        2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-23852       Medium    
expat-devel                  2.1.0-10.el7_3         (won't fix)               rpm           CVE-2022-43680       Medium    
expat-devel                  2.1.0-10.el7_3         0:2.1.0-12.el7            rpm           CVE-2018-20843       Medium    
expat-devel                  2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-25235       High      
expat-devel                  2.1.0-10.el7_3         (won't fix)               rpm           CVE-2013-0341        Medium    
expat-devel                  2.1.0-10.el7_3         0:2.1.0-15.el7_9          rpm           CVE-2022-40674       High      
expat-devel                  2.1.0-10.el7_3         (won't fix)               rpm           CVE-2016-4472        Medium    
expat-devel                  2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2021-46143       Medium    
expat-devel                  2.1.0-10.el7_3         (won't fix)               rpm           CVE-2016-9063        Low       
expat-devel                  2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-25236       High      
expat-devel                  2.1.0-10.el7_3         0:2.1.0-12.el7            rpm           CVE-2019-15903       Low       
expat-devel                  2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-22826       Medium    
expat-devel                  2.1.0-10.el7_3         (won't fix)               rpm           CVE-2013-0340        Medium    
expat-devel                  2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2021-45960       Medium    
expat-devel                  2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-22822       Medium    
expat-devel                  2.1.0-10.el7_3         0:2.1.0-14.el7_9          rpm           CVE-2022-22827       Medium    
